real_date,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
2/8/2016,48,41,68,37,22,153,54,43,74,34,140,29,61,25,148
2/9/2016,61,48,84,40,31,180,65,55,94,30,176,35,87,26,149
2/10/2016,54,46,90,46,29,204,85,56,96,38,177,34,65,134,146
2/11/2016,46,42,84,36,28,162,63,54,71,31,169,30,14,27,128
2/12/2016,53,41,78,40,28,175,71,46,64,31,180,35,10,22,155
2/13/2016,65,53,114,47,32,204,75,56,88,38,218,47,76,31,198
2/14/2016,71,60,132,46,46,228,83,66,108,36,208,57,84,45,219
2/15/2016,52,43,101,48,35,195,80,61,84,34,175,45,66,40,178
2/16/2016,51,47,96,36,29,204,83,56,86,41,162,42,68,30,157
2/17/2016,49,41,79,37,29,200,66,45,75,33,143,38,59,31,149
2/18/2016,37,34,57,31,24,150,62,39,60,31,148,37,55,35,109
2/19/2016,50,45,71,33,25,162,59,38,66,36,141,35,66,23,129
2/20/2016,65,56,103,47,37,227,84,62,93,39,194,43,77,40,209
2/21/2016,78,64,135,50,47,245,92,64,111,39,207,62,102,43,232
2/22/2016,54,43,78,34,32,184,70,50,77,38,159,36,79,35,168
2/23/2016,47,39,89,29,25,165,66,53,69,34,152,29,63,32,111
2/24/2016,51,40,63,39,27,203,65,39,70,29,125,39,58,30,111
2/25/2016,43,36,59,33,21,153,70,33,52,38,133,30,52,23,94
2/26/2016,55,40,63,34,23,159,74,37,66,33,109,34,72,23,95
2/27/2016,79,63,96,46,35,225,99,61,112,47,163,48,81,35,187
2/28/2016,88,75,135,60,50,252,125,84,122,40,230,64,101,41,176
2/29/2016,56,53,110,42,34,194,109,55,105,47,156,44,75,31,132
3/1/2016,68,62,121,48,44,269,128,72,134,54,190,52,98,45,163
3/2/2016,67,62,112,45,39,239,119,58,130,43,288,48,82,48,162
3/3/2016,59,48,75,39,33,192,73,48,103,37,223,35,78,26,128
3/4/2016,62,53,77,73,31,202,79,59,96,41,204,32,72,27,138
3/5/2016,91,85,112,47,48,276,112,78,149,45,228,49,85,38,240
3/6/2016,89,79,158,52,52,283,97,77,168,47,251,58,108,44,275
3/7/2016,60,52,92,47,37,191,78,48,109,40,213,41,79,33,171
3/8/2016,51,43,68,35,27,170,66,46,91,35,176,32,59,33,144
3/9/2016,61,45,77,32,29,184,57,40,88,34,152,32,63,34,143
3/10/2016,47,33,55,30,22,141,54,37,72,36,157,30,62,22,107
3/11/2016,53,39,54,36,27,155,59,37,67,37,209,29,75,22,130
3/12/2016,80,60,102,46,37,225,72,59,114,44,183,43,81,29,188
3/13/2016,94,64,170,53,49,233,73,65,119,39,218,58,93,41,223
3/14/2016,57,44,97,40,28,179,57,44,86,34,189,43,75,34,138
3/15/2016,57,41,91,40,31,178,55,42,99,41,159,36,69,28,123
3/16/2016,68,42,82,39,31,195,64,43,91,39,163,35,68,30,130
3/17/2016,47,39,69,32,23,161,54,37,70,34,179,38,57,24,108
3/18/2016,62,51,70,36,24,162,49,44,69,42,175,29,71,22,128
3/19/2016,83,70,109,45,37,234,75,69,121,39,187,42,81,29,204
3/20/2016,81,76,140,50,43,242,67,63,132,41,195,58,99,38,219
3/21/2016,57,59,82,36,29,200,73,47,94,33,170,36,71,32,148
3/22/2016,54,51,53,38,25,173,53,40,86,37,186,29,63,23,126
3/23/2016,62,59,57,35,25,186,63,41,69,34,148,29,54,27,131
3/24/2016,58,51,41,42,26,185,52,37,60,34,116,29,57,24,126
3/25/2016,59,39,46,35,26,159,45,36,59,33,102,27,69,23,110
3/26/2016,71,60,79,41,35,230,65,62,85,38,129,40,80,29,161
3/27/2016,69,64,103,49,42,231,56,81,87,37,166,53,91,38,171
3/28/2016,59,52,63,36,27,191,49,52,63,26,140,38,72,31,115
3/29/2016,49,37,59,33,26,188,43,52,56,32,109,28,69,22,110
3/30/2016,58,44,44,39,30,187,44,48,67,35,108,35,56,22,93
3/31/2016,56,48,49,39,31,194,51,51,68,40,109,38,68,31,99
4/1/2016,67,72,68,65,42,270,85,72,112,48,158,42,90,32,143
4/2/2016,95,111,112,62,60,373,114,96,160,59,186,57,105,43,228
4/3/2016,106,118,132,81,75,401,105,111,158,61,207,67,119,58,284
4/4/2016,67,65,87,52,38,267,67,73,96,59,173,45,93,34,182
4/5/2016,56,54,53,48,35,246,67,73,94,42,136,38,74,33,153
4/6/2016,59,54,57,56,36,225,56,55,78,34,131,35,67,28,123
4/7/2016,45,43,60,38,33,192,52,45,63,33,116,30,63,25,116
4/8/2016,59,44,59,44,33,195,53,42,64,34,132,28,70,24,149
4/9/2016,69,60,81,54,51,258,79,71,97,43,195,43,103,32,234
4/10/2016,73,67,112,68,66,285,82,77,110,39,202,62,121,46,276
4/11/2016,51,36,65,50,39,203,61,47,71,29,147,32,75,29,135
4/12/2016,46,33,41,43,46,194,51,46,66,36,144,40,72,30,124
4/13/2016,51,39,55,50,36,177,46,32,62,29,127,29,68,24,116
4/14/2016,41,36,46,32,26,156,44,35,59,32,97,25,59,22,120
4/15/2016,48,35,41,40,25,179,62,40,64,39,122,30,76,24,104
4/16/2016,62,57,70,45,39,242,87,59,100,43,155,41,73,36,183
4/17/2016,77,76,137,70,91,430,115,67,146,53,172,54,107,52,249
4/18/2016,61,63,125,96,99,602,329,61,241,71,159,44,88,47,265
4/19/2016,43,54,90,91,86,459,185,52,285,63,162,42,72,30,179
4/20/2016,47,56,76,57,55,465,138,57,197,72,153,40,73,34,176
4/21/2016,43,55,66,52,46,333,134,42,326,49,128,39,64,24,132
4/22/2016,51,47,61,49,47,312,141,45,211,73,138,30,71,25,142
4/23/2016,66,64,92,61,54,327,130,73,123,52,169,48,85,37,184
4/24/2016,71,72,122,63,61,317,112,70,134,46,185,65,98,50,221
4/25/2016,44,37,63,41,41,204,81,44,86,43,137,37,67,31,137
4/26/2016,41,39,60,36,33,180,76,39,71,38,122,30,53,23,114
4/27/2016,45,35,66,31,31,158,76,42,68,36,115,33,54,25,75
4/28/2016,36,30,49,33,25,137,65,26,63,35,94,26,48,27,86
4/29/2016,49,42,49,36,31,191,68,38,86,42,105,28,71,23,98
4/30/2016,74,82,110,62,55,303,117,83,129,58,169,57,96,44,182
5/1/2016,91,100,141,68,79,347,128,110,180,60,241,71,118,62,242
5/2/2016,53,58,94,58,64,260,86,66,111,43,156,48,73,45,171
5/3/2016,49,53,83,42,38,248,95,65,107,42,151,37,65,40,162
5/4/2016,54,49,81,39,39,238,82,60,89,43,129,45,65,37,153
5/5/2016,39,43,64,39,32,186,77,43,72,44,116,37,63,29,114
5/6/2016,50,46,59,35,29,198,74,43,69,44,127,34,64,27,123
5/7/2016,81,73,117,50,49,275,103,72,32,56,162,52,95,39,188
5/8/2016,57,50,121,44,41,200,85,60,95,40,154,48,93,36,147
5/9/2016,52,48,106,44,43,237,83,61,173,41,171,43,67,43,140
5/10/2016,46,40,88,37,35,196,88,46,82,34,157,36,63,37,113
5/11/2016,46,42,76,34,35,204,82,45,77,34,130,41,57,35,108
5/12/2016,38,37,71,29,29,167,59,44,57,34,150,26,53,28,92
5/13/2016,45,39,63,37,27,188,64,41,56,34,174,34,70,28,128
5/14/2016,62,63,104,44,46,246,97,78,106,46,179,49,93,40,230
5/15/2016,79,68,171,59,56,289,101,84,105,51,251,59,110,55,318
5/16/2016,53,47,96,38,37,256,83,57,74,36,168,45,64,47,214
5/17/2016,43,39,123,37,30,204,70,51,70,37,158,40,66,30,158
5/18/2016,46,39,66,38,31,181,59,42,56,41,151,36,50,34,102
5/19/2016,39,43,55,31,28,152,51,47,58,34,158,32,52,26,84
5/20/2016,48,45,71,42,26,198,73,43,67,37,322,35,71,25,82
5/21/2016,65,59,106,44,41,252,95,70,102,42,190,51,74,40,108
5/22/2016,65,72,371,52,55,266,87,82,113,46,255,63,108,59,75
5/23/2016,39,49,107,39,31,214,70,52,79,35,174,43,65,40,17
5/24/2016,25,43,84,34,32,174,70,43,62,31,154,39,54,28,13
5/25/2016,31,39,73,32,29,165,61,53,61,30,156,30,41,26,11
5/26/2016,27,35,54,39,35,163,62,33,58,30,123,29,44,28,10
5/27/2016,53,59,96,50,41,218,88,62,83,41,165,40,90,29,3
5/28/2016,58,58,127,50,48,221,91,59,85,36,198,39,80,33,5
5/29/2016,64,76,225,66,61,268,88,77,112,41,240,50,95,49,3
5/30/2016,48,61,105,43,45,218,80,65,81,43,165,42,67,39,1
5/31/2016,57,102,179,63,66,294,110,97,124,55,238,57,80,46,1
6/1/2016,47,60,96,46,43,260,113,73,101,53,161,41,69,36,0
6/2/2016,39,45,1038,41,43,222,97,54,98,39,127,32,61,25,0
6/3/2016,46,51,108,42,37,221,83,59,94,42,133,38,79,33,227
6/4/2016,64,78,152,51,61,299,114,87,138,52,169,51,96,44,227
6/5/2016,73,89,215,73,79,312,110,102,151,52,221,64,106,56,227
6/6/2016,48,47,129,46,52,226,84,63,95,41,176,41,66,43,227
6/7/2016,36,46,160,43,42,196,81,60,77,33,141,35,65,42,227
6/8/2016,44,43,90,46,39,198,67,48,81,39,140,35,54,33,0
6/9/2016,35,39,79,31,32,151,62,49,65,29,124,38,52,36,227
6/10/2016,41,37,71,39,29,170,72,44,56,36,120,28,73,27,227
6/11/2016,60,58,115,45,50,220,92,70,97,44,172,43,71,40,227
6/12/2016,67,65,183,54,69,253,84,82,116,45,209,62,100,59,11
6/13/2016,42,44,994,37,39,184,76,60,71,41,164,41,66,36,41
6/14/2016,39,38,84,38,33,181,68,46,58,32,170,35,61,32,155
6/15/2016,44,46,100,42,41,203,71,68,70,33,124,38,62,45,145
6/16/2016,43,37,87,34,28,177,53,44,67,38,125,34,58,28,92
6/17/2016,45,47,69,44,32,192,53,51,64,46,118,29,71,40,103
6/18/2016,74,62,115,58,49,269,80,78,101,49,170,47,91,42,132
6/19/2016,55,49,158,43,48,219,67,64,89,42,186,43,89,44,125
6/20/2016,50,48,104,59,40,236,74,65,84,37,156,43,69,37,108
6/21/2016,42,43,96,42,38,194,48,69,70,35,139,40,65,39,112
6/22/2016,45,41,74,39,40,174,40,52,62,30,123,30,52,29,106
6/23/2016,35,40,71,25,25,160,47,45,64,32,131,31,53,24,86
6/24/2016,44,41,59,29,26,172,52,34,56,34,107,35,75,36,89
6/25/2016,62,57,112,43,39,239,64,61,94,36,155,50,82,38,122
6/26/2016,62,64,170,53,48,263,67,70,105,43,200,56,100,45,153
6/27/2016,48,41,91,30,32,194,63,46,66,35,147,36,61,28,95
6/28/2016,36,36,89,32,25,174,65,40,54,34,117,27,50,23,101
6/29/2016,40,34,86,27,24,162,46,36,58,35,125,28,54,29,95
6/30/2016,38,32,64,32,21,154,60,43,60,36,107,28,49,26,83
7/1/2016,52,62,80,44,36,258,91,69,109,58,140,35,93,28,106
7/2/2016,66,89,98,59,54,343,107,99,149,61,200,53,94,40,156
7/3/2016,66,99,172,61,61,345,97,90,151,60,204,60,113,53,160
7/4/2016,59,68,112,48,41,255,81,69,109,48,184,46,79,36,125
7/5/2016,43,48,87,37,39,226,76,68,95,45,162,43,63,35,111
7/6/2016,45,48,72,39,36,213,62,50,77,44,155,37,67,33,103
7/7/2016,38,41,57,29,32,167,52,42,68,38,125,34,56,24,101
7/8/2016,33,43,57,31,30,185,66,44,71,40,127,36,73,30,106
7/9/2016,36,61,76,44,40,256,73,70,93,47,155,42,79,30,138
7/10/2016,43,67,162,48,49,281,72,72,113,41,210,47,105,45,134
7/11/2016,39,46,81,39,32,216,57,59,81,38,156,45,66,32,112
7/12/2016,38,41,87,38,29,200,57,42,61,38,128,31,59,28,91
7/13/2016,43,41,57,29,34,197,41,35,53,35,118,31,52,28,74
7/14/2016,31,39,62,32,22,164,39,34,48,31,138,26,48,21,87
7/15/2016,43,44,52,38,24,189,50,38,58,36,142,35,78,27,104
7/16/2016,55,59,108,47,41,286,76,72,93,42,174,38,87,32,152
7/17/2016,58,68,148,57,46,303,72,76,105,41,204,49,95,40,150
7/18/2016,46,48,111,34,34,237,63,62,67,34,157,37,69,32,111
7/19/2016,38,41,60,37,35,200,57,44,63,40,165,32,60,25,78
7/20/2016,42,49,69,39,32,231,54,47,60,33,191,29,49,24,79
7/21/2016,39,56,54,28,36,187,52,36,52,31,121,29,52,24,73
7/22/2016,37,59,61,35,36,192,52,41,56,44,121,28,66,28,93
7/23/2016,53,72,69,49,48,255,68,58,80,35,139,43,75,36,158
7/24/2016,54,81,106,43,55,274,66,65,84,30,173,47,82,36,135
7/25/2016,44,58,98,40,45,231,59,50,71,34,139,37,72,34,119
7/26/2016,37,57,75,35,41,208,51,48,56,33,139,33,64,25,74
7/27/2016,40,53,133,29,37,204,49,34,52,33,124,27,50,25,97
7/28/2016,36,45,46,29,34,177,47,38,44,27,89,23,49,21,53
7/29/2016,43,61,61,37,41,202,57,38,53,33,120,35,71,24,86
7/30/2016,54,91,95,48,60,307,87,81,110,44,152,42,83,30,119
7/31/2016,58,113,146,63,72,328,85,89,119,36,183,50,107,45,154
8/1/2016,61,95,118,54,58,326,101,72,116,47,172,50,87,39,112
8/2/2016,44,75,105,45,52,283,83,71,94,43,137,40,79,28,109
8/3/2016,45,74,79,45,45,283,66,61,84,37,135,37,69,30,93
8/4/2016,39,48,138,30,29,187,69,48,66,30,107,39,59,31,90
8/5/2016,43,44,102,31,30,201,62,41,60,34,116,53,73,39,94
8/6/2016,54,63,167,48,39,266,78,75,86,40,145,66,84,49,127
8/7/2016,57,65,303,49,44,273,82,73,95,40,185,67,95,60,133
8/8/2016,47,51,234,39,35,217,71,54,70,33,134,60,70,51,89
8/9/2016,40,37,198,37,30,187,58,47,64,38,116,54,62,41,96
8/10/2016,43,38,118,33,26,189,53,39,54,31,116,52,55,40,90
8/11/2016,42,36,118,36,25,177,51,34,54,28,114,40,58,33,91
8/12/2016,46,42,129,46,27,199,62,42,68,33,120,51,80,45,107
8/13/2016,42,40,148,33,28,209,67,43,68,26,123,54,70,43,109
8/14/2016,49,46,235,39,31,219,64,61,72,28,153,60,79,52,100
8/15/2016,46,42,223,38,35,217,81,54,72,34,142,64,79,55,119
8/16/2016,45,51,203,40,32,224,73,51,72,36,140,53,73,48,86
8/17/2016,45,45,186,37,34,205,56,45,59,36,142,50,69,49,76
8/18/2016,35,34,191,29,22,176,56,41,50,24,110,49,61,42,75
8/19/2016,42,44,105,39,28,209,60,38,57,31,123,49,77,40,87
8/20/2016,51,57,116,46,35,249,83,57,75,32,163,55,85,48,131
8/21/2016,58,60,253,50,38,281,71,63,89,41,180,76,88,61,117
8/22/2016,46,52,181,41,32,241,59,54,75,35,151,56,72,48,98
8/23/2016,38,44,173,39,30,210,62,53,64,28,141,54,54,41,92
8/24/2016,42,42,180,26,29,215,60,44,59,31,118,57,51,49,78
8/25/2016,34,36,181,27,24,181,43,31,49,31,112,22,52,22,77
8/26/2016,42,38,147,29,25,195,57,29,78,26,125,29,71,23,79
8/27/2016,54,51,169,37,34,232,72,58,80,32,149,33,79,23,110
8/28/2016,58,62,230,43,40,259,73,65,88,39,170,41,91,34,110
8/29/2016,46,43,177,36,33,202,62,46,66,31,143,32,67,24,90
8/30/2016,37,40,183,35,31,200,55,45,63,31,126,34,68,26,82
8/31/2016,49,58,233,36,33,222,71,51,71,36,122,33,69,27,67
9/1/2016,44,61,187,37,36,261,92,56,82,39,144,33,72,28,95
9/2/2016,54,68,239,38,42,274,80,61,90,39,146,43,82,29,100
9/3/2016,63,91,295,51,59,350,115,85,124,43,204,52,104,37,134
9/4/2016,62,97,348,55,65,356,100,87,129,44,236,57,110,44,177
9/5/2016,50,62,332,43,49,262,75,57,88,33,189,52,84,39,134
9/6/2016,47,59,391,37,37,220,71,52,80,33,152,43,72,30,95
9/7/2016,46,59,237,30,36,212,55,48,63,30,148,36,60,28,100
9/8/2016,32,48,70,29,30,188,46,49,70,27,189,38,53,27,82
9/9/2016,38,48,81,34,29,187,50,37,64,27,162,40,72,26,104
9/10/2016,60,71,112,46,46,259,74,67,111,39,204,49,79,37,150
9/11/2016,69,81,194,50,59,284,65,71,126,33,282,62,110,49,150
9/12/2016,43,52,102,35,41,189,54,47,82,26,182,40,65,32,100
9/13/2016,34,41,66,28,33,178,55,42,79,33,171,36,65,27,90
9/14/2016,40,44,75,23,29,179,41,31,58,27,199,27,54,26,80
9/15/2016,34,42,71,27,29,176,53,38,69,28,187,37,47,26,64
9/16/2016,43,50,64,28,31,198,63,39,72,27,187,31,80,26,104
9/17/2016,57,65,99,46,43,268,78,58,104,36,220,51,86,36,142
9/18/2016,70,78,190,47,53,300,73,65,115,41,300,72,113,58,160
9/19/2016,43,49,92,30,35,225,54,43,73,33,197,46,64,38,97
9/20/2016,42,47,94,33,31,207,52,44,73,32,196,36,56,30,78
9/21/2016,42,47,82,30,28,202,48,46,66,30,170,32,56,28,81
9/22/2016,35,43,64,24,22,172,49,28,59,22,180,25,47,21,67
9/23/2016,40,46,45,31,27,185,52,38,67,27,140,31,77,26,71
9/24/2016,59,67,88,34,41,243,66,56,100,35,215,37,75,34,115
9/25/2016,62,73,166,43,53,273,68,64,112,42,312,55,101,41,142
9/26/2016,37,49,101,28,34,202,48,45,80,28,311,48,71,34,89
9/27/2016,36,41,93,27,24,175,50,40,68,29,160,33,55,26,73
9/28/2016,45,44,68,26,26,184,47,32,59,28,249,30,56,27,73
9/29/2016,33,41,55,22,23,167,45,32,55,22,167,28,48,24,58
9/30/2016,44,56,52,31,29,219,60,43,77,28,204,28,74,31,72
10/1/2016,68,113,109,54,59,406,125,93,162,50,288,56,104,45,124
10/2/2016,75,115,139,58,72,413,111,98,184,50,332,62,112,56,207
10/3/2016,49,69,83,42,36,314,74,67,122,38,235,41,85,41,127
10/4/2016,41,65,73,31,33,267,75,55,100,36,252,39,67,34,92
10/5/2016,44,62,105,35,34,239,62,58,86,34,427,38,68,32,70
10/6/2016,36,49,54,24,28,207,52,39,65,31,209,28,55,27,86
10/7/2016,42,55,63,36,35,216,89,41,69,30,273,32,73,24,82
10/8/2016,63,77,101,43,46,277,89,67,108,37,255,45,89,39,122
10/9/2016,63,89,209,55,60,322,91,79,131,44,315,72,115,68,148
10/10/2016,38,53,108,32,37,240,63,55,90,30,277,41,70,36,90
10/11/2016,33,45,77,27,28,187,52,41,65,34,267,38,63,29,69
10/12/2016,37,48,60,28,30,193,53,40,66,29,216,34,59,29,67
10/13/2016,32,48,74,23,24,179,49,35,57,28,207,39,53,35,59
10/14/2016,37,44,65,28,27,189,46,38,56,27,193,30,74,23,70
10/15/2016,55,67,106,41,37,283,69,62,102,31,239,45,86,39,128
10/16/2016,72,86,194,49,63,336,70,76,128,39,373,66,115,48,132
10/17/2016,44,54,94,31,37,227,57,49,76,29,269,46,69,38,89
10/18/2016,38,45,79,28,31,204,44,44,70,29,207,34,59,29,87
10/19/2016,38,45,65,27,28,178,42,39,50,30,354,35,59,26,72
10/20/2016,32,46,62,27,25,184,45,45,55,32,139,33,53,22,83
10/21/2016,39,44,58,28,27,194,52,39,51,27,131,26,72,22,90
10/22/2016,49,59,90,34,39,240,63,54,79,28,176,42,77,36,119
10/23/2016,62,73,185,50,50,289,70,72,103,39,223,52,117,50,146
10/24/2016,42,45,82,32,36,190,47,44,62,24,162,34,70,29,78
10/25/2016,34,48,72,27,29,176,47,39,60,29,123,33,64,23,78
10/26/2016,38,48,65,27,25,174,35,32,51,27,107,39,53,34,66
10/27/2016,31,75,47,24,24,151,37,34,47,25,100,41,49,32,74
10/28/2016,33,107,40,27,21,169,42,35,45,25,100,51,68,47,78
10/29/2016,48,166,70,36,36,241,65,61,77,34,139,63,70,63,97
10/30/2016,56,215,103,45,40,255,63,68,100,37,181,88,102,81,127
10/31/2016,32,141,46,31,33,196,56,45,67,30,124,58,61,47,66
11/1/2016,40,175,49,38,30,272,75,55,101,44,115,58,71,50,88
11/2/2016,54,251,62,41,38,272,84,58,102,43,159,69,92,55,110
11/3/2016,42,212,45,38,28,219,66,55,85,34,123,65,72,57,104
11/4/2016,46,220,60,31,33,222,76,59,82,32,123,68,98,62,110
11/5/2016,47,258,84,38,38,238,68,58,90,33,155,72,74,64,128
11/6/2016,58,305,164,54,62,288,79,77,111,32,220,87,127,79,163
11/7/2016,49,211,108,34,44,249,67,62,77,32,174,51,83,47,114
11/8/2016,38,207,100,29,35,226,58,50,66,37,144,51,66,46,83
11/9/2016,39,182,72,27,33,211,48,46,63,32,133,62,59,58,90
11/10/2016,30,137,62,25,20,163,42,32,41,25,109,55,52,42,64
11/11/2016,33,167,51,22,28,186,58,34,51,29,102,71,82,58,73
11/12/2016,52,239,83,43,39,239,74,55,63,33,150,85,98,75,117
11/13/2016,66,320,171,47,58,296,88,67,92,41,209,122,115,108,149
11/14/2016,42,193,84,31,31,211,55,43,66,32,146,70,67,58,89
11/15/2016,31,157,80,26,28,191,64,36,60,32,130,64,70,56,47
11/16/2016,39,201,83,31,34,223,123,46,66,31,117,75,58,71,54
11/17/2016,31,35,60,24,27,187,177,31,51,24,117,36,54,26,64
11/18/2016,36,35,68,27,26,186,212,38,53,25,123,28,72,24,97
11/19/2016,52,55,90,36,40,259,236,61,76,37,167,47,78,35,127
11/20/2016,62,63,177,46,55,295,495,59,88,37,201,69,128,59,142
11/21/2016,42,49,97,33,37,223,177,48,62,29,163,37,71,30,86
11/22/2016,31,40,90,24,26,199,531,43,60,26,131,32,65,25,78
11/23/2016,38,45,64,25,34,204,489,41,60,28,132,46,57,27,77
11/24/2016,25,33,54,22,23,175,373,29,54,23,96,36,51,23,66
11/25/2016,33,38,55,27,26,190,876,33,62,27,103,47,77,19,94
11/26/2016,46,51,74,36,33,243,344,52,76,31,151,52,86,29,133
11/27/2016,58,60,148,41,48,284,302,58,97,33,173,78,107,47,151
11/28/2016,38,42,91,28,33,207,235,42,62,38,144,53,74,30,105
11/29/2016,33,38,89,24,28,205,337,33,58,33,121,43,61,24,64
11/30/2016,38,43,94,30,33,219,249,39,66,30,102,41,67,26,64
12/1/2016,34,56,101,32,38,258,228,63,89,43,121,53,77,27,89
12/2/2016,40,56,97,34,32,249,296,49,78,34,119,49,95,26,80
12/3/2016,49,84,122,46,49,348,215,79,122,47,161,60,98,40,159
12/4/2016,63,105,182,49,61,376,143,82,137,50,214,86,132,51,164
12/5/2016,44,57,84,40,34,290,79,56,86,43,168,58,80,28,111
12/6/2016,46,67,128,32,42,267,88,59,97,41,145,64,83,30,127
12/7/2016,40,60,78,31,32,235,85,45,78,33,130,44,69,29,97
12/8/2016,36,52,59,26,27,220,7,34,60,27,214,28,64,22,93
12/9/2016,35,58,97,25,24,207,8,39,62,31,159,30,77,18,95
12/10/2016,48,75,82,34,36,251,10,56,81,32,164,39,85,39,113
12/11/2016,60,94,147,44,52,289,6,74,109,39,234,53,107,42,139
12/12/2016,36,62,97,45,49,224,2,45,81,35,206,47,72,26,105
12/13/2016,34,55,80,24,32,194,0,37,62,30,173,38,59,23,85
12/14/2016,45,51,85,20,32,274,15,36,60,31,184,33,63,20,79
12/15/2016,37,47,90,19,26,278,48,37,53,28,154,40,57,24,75
12/16/2016,39,59,76,24,28,226,89,42,67,42,149,26,72,21,90
12/17/2016,54,85,111,31,30,285,91,61,96,37,169,38,84,25,117
12/18/2016,61,104,176,43,46,309,106,77,131,48,244,52,110,35,142
12/19/2016,47,80,96,29,36,259,260,57,81,45,196,33,72,27,79
12/20/2016,47,84,164,33,37,660,106,56,84,38,228,26,67,21,105
12/21/2016,58,86,82,43,32,340,98,48,79,49,192,31,82,17,85
12/22/2016,51,77,66,26,31,283,181,50,77,39,151,28,89,17,109
12/23/2016,66,88,63,22,31,306,170,51,93,47,133,26,118,18,119
12/24/2016,83,86,39,24,26,320,131,53,113,42,126,24,163,13,102
12/26/2016,62,82,66,28,25,261,79,79,134,42,140,33,85,18,106
12/27/2016,47,66,45,25,23,210,40,61,91,38,118,22,67,19,80
12/28/2016,64,72,48,25,23,206,30,58,105,39,137,27,85,17,88
12/29/2016,58,70,48,30,24,205,30,59,106,38,110,24,78,14,94
12/30/2016,79,79,73,30,29,263,78,65,122,51,144,36,130,19,121
12/31/2016,80,76,78,27,24,235,86,58,101,38,127,29,111,21,107
1/2/2017,79,116,219,48,67,323,100,123,152,50,258,72,139,52,179
1/3/2017,69,75,165,37,51,255,121,93,123,44,209,51,88,38,147
1/4/2017,60,65,114,26,39,221,72,70,99,39,171,54,63,27,121
1/5/2017,40,48,69,24,28,198,74,55,75,32,146,45,67,27,108
1/6/2017,45,48,82,19,27,189,60,47,70,33,150,51,82,26,81
1/7/2017,57,74,123,29,39,245,81,85,112,41,211,68,105,32,114
1/8/2017,67,75,165,36,49,251,80,85,116,41,240,87,118,38,151
1/9/2017,44,45,97,24,33,167,55,59,71,35,188,56,79,26,117
1/10/2017,40,45,90,24,29,147,54,53,59,34,173,54,60,23,80
1/11/2017,42,42,78,20,24,162,44,37,65,31,147,58,48,26,94
1/12/2017,34,32,75,19,24,132,42,36,49,25,153,43,58,17,65
1/13/2017,42,41,59,24,23,148,50,38,56,28,177,45,84,18,77
1/14/2017,59,58,102,27,36,204,70,62,81,39,201,60,98,30,104
1/15/2017,70,72,198,39,53,231,74,82,106,41,310,90,119,41,166
1/16/2017,46,47,133,28,35,177,63,57,74,33,184,62,76,32,107
1/17/2017,44,44,114,25,28,162,53,41,61,36,155,62,69,25,92
1/18/2017,43,43,86,18,23,149,46,45,61,30,186,56,69,22,85
1/19/2017,35,31,59,21,24,133,42,32,53,27,160,29,67,18,59
1/20/2017,47,42,72,28,23,154,52,30,54,29,147,33,103,20,63
1/21/2017,69,66,102,42,43,224,82,65,93,43,244,45,113,31,114
1/22/2017,72,64,196,44,50,226,59,70,95,35,271,67,127,46,138
1/23/2017,47,47,113,29,32,174,54,48,71,31,183,41,90,26,104
1/24/2017,40,39,89,27,29,161,49,41,49,29,144,36,80,23,89
1/25/2017,39,41,96,31,25,150,43,38,41,30,131,37,71,21,107
1/26/2017,35,34,85,23,24,117,40,32,37,27,123,29,70,22,63
1/27/2017,42,40,61,24,32,143,45,36,45,26,163,28,101,20,71
1/28/2017,59,70,121,39,42,208,64,66,78,40,176,48,91,29,111
1/29/2017,71,72,196,45,54,221,66,64,92,36,213,63,116,44,151
1/30/2017,41,41,91,31,35,162,51,45,51,25,160,43,77,30,106
1/31/2017,43,51,99,37,34,176,65,61,77,34,165,41,95,28,86
2/1/2017,56,68,121,39,41,224,82,72,86,46,164,45,90,28,113
2/2/2017,40,53,81,34,34,192,62,60,67,32,166,39,91,21,91
2/3/2017,47,57,62,39,31,191,69,61,64,34,149,35,119,25,93
2/4/2017,66,88,93,48,48,268,94,95,98,45,193,48,117,31,130
2/5/2017,65,81,163,49,60,254,82,79,98,44,195,67,133,42,160
2/6/2017,46,59,93,36,41,203,57,50,72,34,167,44,91,28,94
2/7/2017,40,46,90,31,29,166,67,52,57,36,159,33,87,23,103
2/8/2017,41,43,79,33,29,156,58,44,55,31,143,35,86,19,96
2/9/2017,33,42,64,25,28,141,45,32,43,26,139,38,67,17,82
2/10/2017,43,45,56,28,24,150,47,27,46,28,135,41,103,19,110
2/11/2017,52,59,97,43,40,205,68,68,69,33,175,58,96,25,135
2/12/2017,50,66,185,40,53,233,67,71,78,36,251,82,118,39,152
2/13/2017,36,44,132,29,38,165,54,42,56,36,198,50,79,31,94
2/14/2017,34,33,80,27,25,156,40,32,42,26,147,43,75,19,89
2/15/2017,43,42,74,30,33,166,52,42,54,40,169,39,73,24,100
2/16/2017,34,36,65,26,27,156,43,39,53,25,135,44,78,19,83
2/17/2017,42,43,64,33,30,170,54,38,57,31,146,49,99,19,100
2/18/2017,63,73,111,47,46,246,77,68,93,39,205,60,112,30,137
2/19/2017,47,52,114,39,38,179,49,54,70,29,182,70,102,36,147
