Default,Gender,AvgBal,Income
No,M,230,44232
No,F,1559,20707
No,M,673,47533
No,F,457,5297
No,M,968,45299
No,M,258,29967
No,F,1131,20863
No,M,487,27687
No,M,207,49999
No,M,111,58186
No,M,678,30196
No,F,515,10215
No,F,838,20984
No,M,710,34625
No,F,745,17804
No,F,1288,22920
No,F,820,20793
Yes,M,1709,38204
No,M,1062,38251
No,M,373,35570
No,M,884,42866
No,M,0,41565
No,M,658,26455
No,M,221,42087
No,F,1010,9805
No,M,174,40282
No,M,359,44487
No,M,422,35523
No,F,1296,10987
No,M,1005,36276
No,M,269,40733
Yes,F,1808,18166
No,M,1238,33816
No,F,700,28161
No,F,1237,16299
No,M,355,29893
No,M,657,47044
No,M,1445,54599
No,M,1456,30333
No,F,501,19468
No,F,1155,18442
No,M,804,46869
No,F,1474,17817
No,M,1345,30176
No,F,546,13021
No,M,1134,37658
No,M,212,32283
No,M,425,22327
No,M,658,39243
No,M,1024,42336
No,M,816,31752
No,F,953,14062
No,M,906,35877
No,M,623,42035
No,M,287,45953
No,F,1311,16743
No,F,1510,16778
No,M,1616,33046
No,M,710,32650
No,M,1214,45663
No,M,1004,52822
No,M,36,44603
No,M,1349,51189
Yes,M,1855,38406
No,M,126,33964
No,F,987,13002
No,F,1128,15187
Yes,M,1436,18811
No,M,0,62129
No,F,1069,20804
No,M,0,36585
No,F,569,17292
No,M,1609,41572
No,M,885,48754
No,F,887,21793
No,M,1358,49904
No,M,216,22255
No,F,410,25574
No,M,1147,40871
No,F,1262,24798
No,M,778,39360
No,M,444,43425
No,M,827,16125
No,M,205,42077
No,M,820,38457
No,M,1386,31740
No,M,699,28683
No,M,756,33297
No,M,740,47350
No,M,220,37451
No,F,459,18444
No,M,0,28364
No,M,102,23477
No,M,215,47816
No,M,906,45720
No,M,736,18373
No,M,944,34546
No,M,1071,40758
No,M,1345,43322
No,F,250,17440
No,M,266,60183
No,M,1006,27002
No,F,1670,14747
No,F,292,7105
No,M,382,31751
No,F,852,14726
No,M,1375,42558
No,M,817,40949
No,M,819,49111
No,F,1026,25394
No,M,853,58758
No,F,1200,10818
No,M,1037,43368
No,M,0,46715
No,M,357,35623
No,F,970,20570
No,M,812,33655
No,M,92,44337
No,M,1396,46379
No,M,73,50787
No,M,1168,27823
No,F,1098,16837
Yes,M,1550,47916
No,M,1039,26217
No,M,310,54946
No,M,1478,36710
No,M,80,34417
No,M,1219,34310
No,M,813,43980
No,M,557,35067
No,M,1688,32723
No,M,1138,21103
No,M,856,40394
No,M,1126,35126
No,M,541,29520
No,M,683,43142
No,M,539,35634
No,F,1306,28929
No,M,735,25305
No,F,344,14256
No,M,1061,36921
No,M,849,38742
No,F,1245,16773
Yes,M,1564,51705
Yes,F,1433,18088
No,F,1239,10515
No,M,626,53655
No,F,1682,20060
Yes,F,1681,10155
No,M,603,70022
No,M,681,37287
No,F,966,27960
No,F,539,17824
No,M,921,25350
No,F,1325,21488
No,M,0,35600
No,F,900,22987
No,M,695,31779
No,F,1271,15069
No,M,1389,54936
No,M,636,21297
No,M,485,39775
No,M,1185,42970
No,M,657,32225
No,M,1085,36909
No,M,1310,36851
No,M,848,40982
No,M,0,31775
No,M,78,56254
No,F,252,11758
No,M,871,31771
No,F,919,14305
No,M,0,39830
No,M,450,36121
No,F,1079,14223
No,F,320,14185
No,M,799,34294
No,M,1207,25646
No,M,0,36180
No,M,604,44664
No,M,672,33851
No,F,959,16082
No,M,670,24266
No,M,587,33732
No,F,602,11020
No,F,938,19962
No,M,1503,53130
No,M,1063,34642
No,M,512,36797
No,M,927,61938
No,F,1004,13422
No,M,368,50026
No,F,257,22167
No,F,1778,21574
No,M,718,49347
No,F,532,17705
No,F,1347,16105
No,M,334,40156
No,M,0,38626
No,F,774,10334
No,M,779,38388
No,M,882,62223
No,M,1563,31126
No,M,991,37597
No,M,431,38372
No,M,806,40454
No,M,439,32762
No,F,1458,17366
No,M,366,30632
No,M,708,35268
No,F,244,19773
No,M,904,20444
No,F,1031,24636
No,M,914,40659
No,M,1047,39222
No,M,884,30520
No,M,435,39099
No,F,37,16942
No,M,189,36707
No,M,366,40905
No,F,1092,14660
No,M,733,39024
No,M,594,28723
No,F,605,14897
No,M,1733,30323
No,M,577,43585
No,M,0,50259
No,M,55,32280
No,M,76,60827
No,M,551,27224
No,F,1344,17280
No,M,1350,26450
No,M,866,35141
No,M,6,46931
No,M,501,45368
Yes,M,1488,36457
No,M,1463,60296
Yes,F,1568,19173
No,M,772,42139
No,F,1535,17085
No,F,801,14680
No,M,1724,32611
No,M,0,33272
No,F,1277,19675
No,M,787,33290
No,F,232,13702
No,M,174,53965
No,M,1185,40959
No,M,1308,32216
No,M,203,53056
No,M,1092,32122
Yes,F,1903,12464
No,F,1004,16456
No,M,367,60456
No,F,1149,23813
No,M,0,47448
No,M,476,37627
No,F,478,22754
No,F,971,19097
No,M,1269,42013
No,M,658,40807
No,M,0,35283
Yes,M,1662,21871
Yes,M,2075,40882
No,M,916,24243
No,F,1048,20659
No,M,988,49542
No,M,535,44449
No,M,1058,26628
No,M,1023,43699
No,M,749,53711
No,F,1143,17368
No,F,1269,18552
No,F,0,11538
No,F,723,17624
No,M,1000,40272
No,F,1070,10722
No,F,1391,18309
No,M,1076,22982
No,M,549,38094
Yes,F,2110,17775
No,F,649,10524
No,M,863,58120
No,M,862,39272
No,M,567,22305
No,F,643,14763
No,F,1046,23335
No,M,738,43693
No,M,0,30236
No,F,1138,22111
No,M,463,50230
No,M,1006,42689
No,M,584,36677
No,M,1315,30067
No,M,0,45486
No,F,1006,10887
No,M,114,32804
No,M,968,26211
No,M,0,60481
No,M,651,51583
No,M,1035,53066
No,F,59,20915
No,M,0,29255
No,F,1190,16241
No,M,38,48740
No,M,652,48639
No,M,1530,40977
No,M,627,42139
No,F,757,26674
No,F,497,21059
No,F,396,19541
No,M,1591,36242
No,F,1332,20672
No,M,36,37016
No,M,338,32667
No,F,992,22325
No,F,1123,20786
No,M,744,37334
No,M,1112,43659
No,M,970,40142
No,M,975,25347
No,F,286,26875
No,M,597,30765
No,M,1418,38015
No,F,1055,24188
No,M,1001,44801
No,M,771,44810
No,F,673,22788
Yes,M,1512,53507
No,M,602,31523
No,F,1317,12166
No,M,122,46609
No,M,840,51351
No,F,1766,18053
No,F,1753,15597
No,M,1148,40516
No,M,1839,38104
No,M,1208,32430
No,M,952,49137
No,M,1251,45205
No,M,216,55278
No,M,1294,40768
No,M,463,46760
No,M,815,26231
No,M,855,34464
No,M,1062,35781
No,M,1035,67451
No,M,880,60206
No,M,847,37304
No,M,529,50195
No,M,1163,38903
No,M,570,40987
No,M,0,48781
No,F,673,20926
No,M,1728,33488
No,M,1286,43507
No,F,1512,22794
No,M,677,24990
No,M,1011,36299
No,F,613,17665
No,F,1134,18992
No,M,296,30602
No,M,207,14909
No,F,1195,18943
No,M,1551,44597
No,M,1210,29460
No,M,408,47826
No,M,1562,56615
No,M,603,42798
No,F,640,14939
No,M,928,39934
No,F,1437,14418
No,M,553,48268
No,M,839,43214
No,F,1249,14025
No,M,930,34535
No,M,1199,40275
No,M,480,24806
No,M,1523,44603
No,M,991,44966
No,M,891,14328
No,M,678,40804
No,M,1462,29574
No,M,0,52069
No,F,490,24403
No,F,2216,24737
No,M,1336,22246
No,M,355,36889
No,F,1095,15618
No,F,1969,23674
No,M,1274,41944
No,M,224,33542
No,F,781,18302
No,M,1361,46420
No,M,211,34469
No,M,672,26431
No,M,275,28266
No,M,306,30587
No,M,294,35946
No,M,394,52725
No,M,1002,49319
No,M,358,29711
No,M,959,55090
No,M,734,49129
No,M,325,32962
No,M,910,47299
No,M,497,38316
No,M,417,53256
No,F,1525,21427
No,M,125,45764
No,M,0,38954
No,M,855,39190
No,M,796,27278
No,M,1045,41726
No,M,1691,55413
No,M,936,34067
No,M,306,36813
No,M,698,21903
No,M,974,45941
No,M,455,45611
No,F,1134,26119
No,M,598,42734
No,M,615,45793
No,M,1270,47818
No,M,957,50834
No,F,1095,18088
No,M,144,54411
No,F,604,21188
No,M,0,37825
No,M,0,16602
No,F,1180,18954
No,M,338,36787
No,M,856,40413
No,M,438,55721
No,F,597,17397
No,F,1725,19916
No,M,620,39050
No,M,628,56266
No,M,187,36718
No,F,1093,12179
No,M,684,42438
No,M,963,33110
No,M,191,53691
No,M,68,52324
No,M,1337,33149
No,M,372,53695
No,M,1095,36282
No,M,813,59309
No,M,32,42192
No,M,656,37268
No,M,1340,37464
No,M,881,41729
No,M,685,27951
No,M,1158,61055
No,M,945,38739
No,F,466,15626
No,M,1000,51386
No,M,1144,48045
No,F,669,16805
No,F,839,21407
No,F,1385,23084
No,F,1401,21811
No,M,1591,37501
No,M,54,46662
No,M,863,36774
No,M,712,29546
No,M,909,40757
No,M,779,31711
No,F,99,16725
No,M,1081,32345
No,M,1124,27521
No,M,923,33122
No,M,1096,30653
No,M,1000,51421
No,M,0,24893
No,F,518,12674
No,M,1462,38559
No,M,699,41723
No,F,1241,4665
No,M,1381,52665
No,M,562,40555
No,M,1123,47141
No,F,736,13757
No,M,643,45926
No,M,1141,44333
No,F,1274,20104
No,F,1306,20776
No,F,841,15406
No,M,289,46551
No,M,758,33221
No,M,931,46501
Yes,F,2177,17660
No,M,0,47670
No,F,566,21042
No,M,1076,23633
No,F,1032,18668
No,F,768,15418
No,F,690,19274
No,M,470,51308
No,M,618,50178
No,F,1779,15690
No,F,0,21882
Yes,M,1928,35492
No,M,1124,56218
No,M,795,41034
No,F,1428,19818
Yes,M,1029,40347
No,M,1006,50502
No,M,692,45421
No,M,525,41268
No,M,494,37409
No,M,1521,37511
No,M,665,47062
No,F,1520,18462
No,M,1095,34191
No,M,735,44933
No,M,682,33327
No,M,376,50748
Yes,M,2038,43016
No,F,1630,14233
No,M,0,35377
No,M,184,36732
No,M,350,39391
No,M,674,49170
No,M,83,42048
No,M,1247,50540
No,F,641,29237
No,M,273,52493
No,M,0,40348
No,M,804,33418
No,M,1248,37470
No,M,0,45793
No,F,1307,19382
No,M,0,38687
No,M,1186,50354
No,F,1038,18770
Yes,F,1878,17473
No,M,736,36314
No,M,260,33552
No,F,1104,14226
No,F,886,10379
No,M,221,43073
No,M,1098,29403
No,M,0,26599
No,M,827,46946
No,M,570,38982
No,M,1316,45309
No,M,87,51258
No,M,1459,24851
No,M,1243,41185
No,M,791,41909
No,M,1997,50274
No,M,961,29304
No,M,647,28837
No,F,288,15441
No,M,631,56267
No,M,611,28664
No,M,1224,34490
No,M,327,48756
No,F,325,15644
No,F,624,19192
No,M,1394,44093
No,M,929,35572
No,M,888,43479
No,M,0,33322
No,F,127,9802
No,M,986,41688
No,F,1430,20847
Yes,M,1026,56182
No,M,556,33705
No,M,1018,53962
No,F,1084,17041
No,M,1603,34700
No,M,921,47611
No,F,769,21718
No,F,290,13915
No,M,955,46310
No,M,388,38745
No,F,1341,18726
No,M,1253,35588
No,M,435,32907
No,M,491,37220
No,M,1113,44298
No,M,829,55697
No,M,568,38964
No,F,672,16508
No,M,932,37280
No,F,983,24146
No,F,687,25780
No,M,1070,34694
No,M,864,17159
No,F,976,10542
Yes,M,1587,48926
No,M,544,49901
No,M,199,50464
No,M,1026,35685
No,M,1318,40732
No,M,0,57004
No,M,359,47689
No,F,1511,14983
No,M,360,52248
No,F,529,17246
No,F,889,21820
Yes,M,1954,35068
No,M,132,36948
No,M,519,46193
No,F,1593,11571
Yes,F,1473,18109
No,M,1528,44641
No,M,1350,48103
No,M,372,46683
No,M,758,55279
No,M,1307,57561
No,M,606,58893
No,M,1085,21806
No,F,1582,20215
No,M,1078,40944
No,M,712,35741
No,M,1204,39419
No,F,885,18694
No,M,1796,25879
No,M,231,36139
No,F,1039,17056
No,M,731,18843
No,M,1734,37622
No,M,641,30328
No,M,218,38766
No,M,912,26857
No,M,726,42272
No,M,409,35623
No,M,310,33334
No,M,1393,54027
No,F,587,15940
No,M,898,48234
No,M,326,37393
No,M,896,30452
No,M,804,48014
No,M,509,46368
No,F,1031,16569
No,M,782,34831
No,M,1168,42388
No,M,562,36267
No,M,851,35684
No,M,753,18960
No,M,246,31307
Yes,M,1734,26331
No,M,591,59574
No,F,712,17781
No,F,832,19797
No,M,1345,26215
No,M,225,55041
No,M,362,54071
No,M,1323,48017
No,M,1043,28079
No,M,1476,48654
No,M,812,41821
No,F,288,13060
No,M,775,38721
No,M,345,43247
No,F,372,17243
No,F,2089,18078
No,M,946,30770
No,M,675,36922
No,M,1013,36406
No,F,1012,18509
No,M,452,59429
No,M,1092,30655
No,M,72,61588
No,M,1319,57769
No,M,266,41204
No,M,371,25321
No,M,849,41586
No,M,507,35353
No,F,267,19699
No,M,421,39765
No,M,130,52169
No,M,327,40062
No,M,678,63792
No,F,199,19914
No,M,1216,33599
No,M,461,37129
No,F,1301,9267
No,M,535,37281
No,M,1309,57191
No,M,507,42753
No,M,197,24562
No,F,820,16413
No,M,0,29323
No,M,1490,30297
No,M,582,53101
No,F,286,19554
No,M,372,45950
No,F,993,16585
No,F,758,23759
No,M,1174,35533
No,F,1196,23851
No,M,613,34665
No,M,969,33763
No,F,1151,14385
No,M,849,35193
No,F,989,20262
No,M,93,40723
No,M,1655,33180
No,M,212,53619
No,M,74,44309
No,M,692,37592
No,M,958,40316
No,M,69,41567
No,M,1394,42921
No,M,1318,36611
No,M,602,53554
No,M,430,41105
No,M,212,33448
No,M,544,33862
No,F,944,16702
Yes,M,1412,37283
No,M,1416,33099
No,M,193,37377
No,M,857,67124
No,M,1132,29715
No,M,1489,37758
No,M,1527,33924
No,F,1427,18269
No,M,965,43745
No,M,326,32920
No,M,866,65932
No,M,626,34008
No,M,836,43275
No,M,827,44372
No,M,102,33300
No,M,1609,52753
No,F,140,11179
No,M,1148,20766
No,M,855,35749
No,M,1682,36367
No,M,690,30305
No,M,1706,32901
No,M,480,43744
No,F,765,11976
No,M,894,45251
No,M,994,26769
No,F,378,18660
No,F,576,13537
Yes,F,2114,21101
No,M,543,40996
No,F,494,20500
No,M,0,34040
No,M,1186,47782
No,F,1720,22432
No,M,496,44361
No,M,534,33786
No,M,150,38610
No,F,1299,14975
No,M,957,57698
No,M,837,51032
No,F,1401,23083
No,M,857,25742
No,M,877,49291
No,M,979,27535
No,F,492,8352
No,M,1622,37970
No,M,644,44251
No,F,344,19972
Yes,M,1711,18579
No,M,1170,33333
No,F,638,14641
No,F,1458,18497
No,M,384,31750
No,M,618,44420
No,M,565,29016
No,M,290,32863
No,F,577,22801
No,M,633,54034
No,F,1351,11855
No,F,894,23034
No,F,895,20869
No,M,1471,44490
No,M,789,43835
No,M,219,52075
No,F,532,15795
No,F,1269,21337
No,M,0,41693
No,M,1047,26555
No,M,390,29032
No,M,642,35800
No,M,392,35013
No,M,1484,58311
No,F,439,17439
No,M,898,47558
No,M,0,57898
No,F,777,15339
No,M,112,34320
No,M,634,56726
No,M,792,47887
No,M,1088,43135
No,F,2018,15473
No,M,1471,40080
No,F,611,19733
No,M,1117,42388
No,M,1590,42268
No,M,0,46616
No,M,636,39172
No,F,714,17413
No,F,947,12881
No,M,108,41840
No,M,817,52492
No,M,6,45840
No,M,762,13889
No,F,1174,15824
No,M,1418,38034
No,F,864,10485
No,F,1101,14307
No,M,0,43782
No,M,0,41200
No,M,582,29240
No,M,369,38419
No,M,966,10175
No,M,399,54330
No,M,52,41839
No,M,461,40046
No,M,1139,36959
No,M,708,48790
No,F,1035,18614
No,M,119,42824
No,F,461,15554
No,M,1057,42732
No,M,1035,41714
No,M,1010,34189
No,M,0,45201
No,M,656,36349
No,M,539,23561
No,M,1377,49406
No,F,1322,21273
No,F,1394,23262
No,M,1324,45115
No,M,1021,35653
No,M,2034,41629
No,M,889,19943
No,M,1350,39556
Yes,F,1936,13378
No,F,1407,16427
No,M,283,29478
No,M,601,25319
No,F,1639,14683
No,F,49,16647
No,M,325,51140
No,F,886,13996
No,M,967,51674
No,M,712,45420
No,M,1548,50638
No,F,1201,13773
No,M,0,46928
No,M,1455,43821
No,M,355,46148
No,M,0,49784
No,M,0,28798
No,M,283,39961
No,M,304,29048
No,M,158,36206
No,M,300,41189
No,M,464,43331
No,M,1654,39580
No,M,763,45527
No,F,1888,21901
No,M,1206,34622
No,F,248,20445
No,M,577,39210
No,F,1214,18055
No,M,988,40244
No,F,1257,19248
No,M,524,40319
No,F,1236,23364
No,M,1009,68610
No,F,1475,17382
No,M,772,36997
No,M,702,39527
No,M,0,28227
No,F,1166,14969
No,M,0,50244
No,M,1429,40565
No,F,807,17360
No,M,528,46389
No,M,963,60084
No,F,765,22579
No,M,574,49466
No,M,1410,62395
No,M,817,47272
No,F,1221,12195
No,M,245,54133
No,F,1084,8584
No,M,485,14676
No,M,678,50309
No,M,287,34500
No,F,844,20754
No,M,832,41248
No,M,1024,33832
No,M,1277,42473
No,F,1222,19127
No,M,967,27663
No,F,1557,19272
No,F,420,24680
No,M,276,53626
No,F,1407,14688
No,M,1041,39516
No,M,182,39703
No,M,162,41381
No,M,405,52571
No,M,887,51519
Yes,M,1845,35509
No,M,793,37550
No,F,942,23835
No,M,939,14524
No,M,19,35590
No,F,599,18575
No,F,680,19263
No,M,601,24400
No,M,132,51695
No,M,743,25186
No,M,728,52515
No,M,467,33644
No,F,1105,17377
No,F,310,14673
No,M,1576,45957
No,F,1370,13358
No,M,1593,73554
No,M,463,42297
No,F,786,20954
No,F,732,26505
No,F,468,27055
No,M,219,37993
No,F,847,20660
No,M,702,57468
No,F,1382,11060
No,M,1456,33455
No,M,1358,43377
No,M,1033,23350
No,M,799,48336
No,F,118,14650
No,M,235,27500
No,M,890,36631
No,F,518,18636
No,M,1124,31740
No,M,1469,38522
No,M,938,13405
No,M,722,26984
No,M,611,42900
No,M,408,18555
No,M,1057,58134
No,M,1262,57159
No,F,1083,22418
Yes,M,1970,29416
No,M,760,45921
No,M,929,23134
No,M,1177,35420
No,M,309,42227
No,M,982,38484
No,M,200,24280
No,M,1630,54323
No,M,947,28310
No,M,537,40828
No,F,1293,14859
No,M,357,39445
No,M,500,34438
No,M,1346,40803
No,F,1091,19991
No,M,1026,22741
No,M,403,42993
No,M,699,36958
No,M,1446,15666
No,F,964,16561
No,M,543,52625
No,M,767,25376
No,M,808,29213
No,M,737,46416
No,M,1076,31846
No,F,731,11510
No,M,236,38203
No,M,1382,40394
No,F,916,22586
No,M,177,48958
No,F,640,19900
No,F,951,20436
No,M,1321,29105
No,F,1203,15952
No,M,1336,19482
Yes,F,1647,16154
No,F,1434,15762
No,M,307,36121
No,F,1278,20650
No,M,998,46052
No,M,561,44404
No,F,1577,15231
No,F,412,12589
Yes,F,1758,14272
No,F,251,19374
No,M,1353,40164
No,M,10,32642
No,M,934,33633
No,F,1693,23744
No,M,663,36277
No,M,52,36852
No,M,798,53399
No,M,0,44980
No,M,1217,62764
No,M,0,30242
No,M,742,45809
No,M,455,43513
No,F,1788,26229
No,M,1254,28153
No,M,918,44113
No,M,0,48673
No,F,699,17573
No,M,172,33505
No,M,1326,46587
No,M,1275,40026
Yes,F,2247,17927
No,M,994,52646
No,M,997,34825
No,F,652,12139
No,M,1125,41989
No,M,1609,36721
No,F,777,4755
No,M,845,33895
No,M,570,42158
No,M,186,13325
No,M,0,45078
No,M,1429,31995
No,M,295,39480
No,M,897,54840
No,F,1563,13754
No,M,889,33036
No,F,1806,20728
No,M,1334,43704
No,M,528,56821
No,M,1282,52753
No,M,933,48165
No,F,1851,21576
No,M,455,36488
No,M,748,45627
No,M,874,33486
No,F,539,16350
No,M,842,48615
No,M,1814,28323
No,F,366,15954
No,M,401,39687
No,M,2096,49993
No,M,1430,33453
No,F,1737,19203
No,M,1043,45310
No,F,1155,22194
No,F,932,19179
No,M,147,49925
No,M,1407,27668
No,F,706,18448
No,M,642,32629
No,M,380,42862
No,M,706,33920
No,M,577,43616
No,M,91,52388
No,M,549,48424
Yes,F,1102,17392
No,F,1228,18130
No,F,974,20108
No,M,264,50783
No,M,847,35581
No,M,835,39977
No,M,758,37089
No,F,1014,13821
No,F,644,28766
No,F,757,18876
No,M,1248,41101
No,M,699,41476
No,M,866,18587
No,M,698,35402
No,M,899,39631
No,M,674,46482
No,M,903,33778
No,M,1592,46260
No,M,484,30179
No,M,752,51327
No,M,604,38293
No,M,641,46075
No,F,782,23447
No,M,1027,40307
No,F,863,16158
No,F,781,14813
No,M,878,15263
No,M,482,32928
No,F,1580,13275
No,M,2,23002
No,M,515,37657
No,M,2088,44997
No,F,974,20770
No,M,529,45235
No,M,1131,37663
No,M,955,40369
No,M,759,45774
No,M,1024,31493
No,M,1096,30375
No,M,829,48734
No,M,792,39911
No,M,882,18380
No,F,734,16400
No,M,554,45385
No,F,823,8919
No,M,494,34622
No,M,88,43927
No,F,0,16980
No,M,612,21717
No,F,1097,20857
No,M,192,35120
No,M,448,54045
No,M,1150,39975
No,F,463,16417
No,M,1348,58953
No,M,0,10594
No,M,643,27735
No,F,365,15375
No,M,290,45991
No,M,578,48044
No,M,1187,51743
No,M,426,50875
No,M,1116,48126
No,F,933,18743
No,F,1048,22936
No,M,768,44405
No,M,785,50683
No,F,865,22082
Yes,M,1802,24152
No,M,950,64396
No,M,787,46267
No,M,983,32420
No,M,1175,35340
No,F,887,13133
No,M,802,46439
No,M,1096,42685
No,M,629,40490
No,F,568,14892
No,F,843,22037
No,F,1217,10520
No,M,0,29721
No,M,1187,38582
No,M,439,40148
No,F,779,10490
No,F,743,24505
No,F,763,15850
No,M,408,39388
No,M,1071,36869
No,M,1374,22182
No,M,53,30506
No,F,1140,18992
No,M,1162,47513
No,F,1528,22664
No,M,992,49910
No,M,592,32283
No,M,848,30473
No,M,310,35293
No,F,426,15325
No,F,1268,19862
No,F,899,15294
No,M,275,24102
No,M,399,45361
No,F,850,6389
No,M,93,43956
No,M,854,32107
No,M,0,38228
No,M,1095,32936
No,M,680,25392
No,M,1231,29868
No,M,0,43647
No,M,830,51847
No,M,1267,32752
No,M,1624,36748
No,M,303,45260
No,M,440,28215
No,F,1017,18704
No,M,1421,47424
No,M,480,40995
No,F,926,12384
No,F,1193,21598
No,M,1650,36091
No,M,809,26380
No,M,752,49741
No,M,727,27282
No,M,846,31633
No,M,446,46816
No,M,1459,49754
No,F,989,22085
No,M,797,25160
No,M,903,33640
No,M,1163,45489
No,M,1217,33865
No,F,740,23469
No,M,1259,28882
No,M,501,42856
No,M,809,48650
No,M,414,53142
No,F,666,11952
No,F,412,17680
No,F,373,22308
No,M,1235,48688
No,M,853,41581
No,M,1912,52802
No,M,358,57013
No,F,698,19583
No,M,918,32468
Yes,M,1742,35067
No,M,577,39015
No,F,1416,21856
No,F,1524,15846
No,F,1171,19213
No,F,397,26062
No,M,1236,19683
No,M,1053,52922
No,M,1207,42172
No,M,529,27066
No,M,663,48652
No,M,517,40249
No,M,939,40914
Yes,M,1824,44260
No,M,639,48086
No,M,929,23890
No,F,282,19809
No,F,1430,14828
No,F,672,24495
No,M,752,39896
No,M,471,30337
No,M,271,44959
Yes,M,2075,43817
No,M,97,31372
No,F,568,13286
No,F,991,21165
No,M,285,45542
No,M,984,28980
No,M,924,40987
No,M,857,31253
No,M,195,44223
No,M,1046,45573
No,F,933,15558
No,M,0,45375
No,M,692,32512
No,F,1098,16276
No,F,0,17648
No,F,403,22752
No,M,1231,44303
No,M,959,31357
No,M,630,46714
No,F,1353,16728
No,F,604,15477
No,M,830,35378
No,M,858,30893
No,M,380,37396
No,F,1006,12113
No,M,1028,33089
No,M,456,29898
No,M,1043,30516
No,M,587,50318
No,M,272,27790
No,M,420,37445
No,F,597,12661
No,M,343,43689
No,M,728,30028
No,F,514,9879
No,M,796,22570
No,M,2,51672
No,M,1356,36672
No,F,319,24881
No,M,1719,57866
No,F,1191,20895
No,M,984,25295
No,M,948,45284
No,M,949,47760
No,F,220,18402
No,M,1466,25521
No,F,645,20122
No,F,857,23200
No,F,913,19468
No,F,774,15147
No,F,1376,17101
No,M,700,50268
No,F,903,17255
No,F,1151,23706
No,M,751,42736
No,M,556,25371
No,M,751,29875
No,M,426,39773
No,M,298,26587
No,M,507,46106
No,M,866,33541
No,F,1266,14672
No,M,564,39644
No,M,621,50805
No,M,1206,25921
No,M,1944,24194
No,M,415,35790
No,F,1169,19879
No,M,686,49261
No,M,782,54926
No,M,651,44649
No,M,490,49222
No,M,976,35909
No,M,1477,41155
No,M,753,62329
No,M,512,29914
No,F,1384,21060
No,F,1032,22441
No,F,1492,23636
No,M,672,46336
No,F,644,23320
No,M,540,9950
No,M,0,29675
No,M,920,44316
No,M,1250,50418
No,M,540,35925
No,M,1162,49255
No,M,944,47463
No,M,0,48411
No,F,1441,20882
No,F,1558,17470
No,M,854,52240
No,M,469,53274
No,M,902,56948
No,M,897,66548
No,F,422,14367
No,M,195,44544
No,F,488,17714
No,M,1559,42112
No,M,630,43548
No,M,1057,30712
No,M,1712,40395
No,M,26,35464
No,M,1385,40131
No,M,961,42619
No,M,229,68145
No,M,779,53220
No,M,653,41441
Yes,M,961,27718
No,M,1084,33081
No,F,870,20285
No,M,818,27391
No,M,417,39673
No,M,251,58139
No,F,0,17745
No,F,482,19623
No,F,1507,23376
No,M,1100,34358
No,M,221,64468
No,F,789,20370
No,M,41,47352
No,M,383,43646
No,M,568,28876
No,M,245,33751
No,F,815,26064
No,M,529,43915
No,M,736,48660
No,M,0,24462
No,F,1260,11697
No,F,708,12092
No,F,100,4377
No,M,1143,48630
No,F,892,17842
No,M,1250,50884
No,M,416,43390
No,F,1059,16060
No,M,858,43163
No,M,1430,37256
No,F,322,19232
No,M,572,35926
No,M,1439,24062
No,F,1743,20344
No,M,325,39432
No,M,1091,43091
No,M,1252,53237
No,M,607,34541
Yes,M,1259,26331
No,M,1027,33915
No,F,591,9143
No,F,1218,18918
No,M,261,42125
No,F,1498,13275
No,M,910,53431
No,F,1167,18677
No,M,924,38403
No,F,1275,15794
No,M,709,23250
No,M,683,41680
No,M,1356,25208
No,F,1816,15490
No,M,698,43876
No,M,189,28827
No,M,1419,35620
No,M,670,53666
No,M,206,38550
No,M,1617,47505
No,M,996,24127
No,M,591,30835
No,M,1295,52338
No,F,1259,22361
No,F,1313,17438
No,M,0,54245
No,F,769,27516
No,F,572,15325
No,M,756,49163
No,M,183,39020
No,M,1055,52290
No,M,1386,44536
No,M,596,45929
No,F,1030,16692
No,M,418,31731
No,M,1218,40449
No,M,211,46327
Yes,M,1178,44437
No,M,998,30671
No,M,638,48426
No,M,0,39654
No,M,350,48412
No,M,1518,49400
No,M,191,31463
No,M,972,41278
No,F,925,16428
No,M,1638,34107
No,M,225,27246
No,M,255,55980
No,M,1201,41586
No,M,1076,51370
No,M,438,29900
No,F,1246,15757
No,F,1655,17270
No,M,1064,38457
No,M,1627,43593
No,M,409,48746
No,M,1019,38422
No,F,1091,20422
No,M,325,36555
No,F,1085,20055
No,F,870,18724
No,F,609,24524
No,F,1043,9596
No,F,1277,19073
No,M,928,55895
No,M,1593,35084
No,M,0,27368
No,M,341,48058
No,M,82,40848
Yes,F,2146,23516
No,M,654,47245
No,F,1156,15147
No,M,1745,49090
No,M,535,46138
No,M,585,39553
No,M,1366,38511
No,F,946,12533
No,M,263,34112
No,F,1091,18936
No,M,835,44679
No,M,1266,35133
No,M,358,66405
No,F,564,16502
No,M,818,59432
No,M,1366,41192
No,M,836,34559
No,M,0,22827
No,F,780,25229
No,M,996,52861
No,F,0,18032
No,M,554,31029
No,M,1205,39583
No,M,1053,39613
No,M,821,39318
No,F,471,24074
No,F,1535,21678
No,M,1178,50812
No,F,1152,15098
No,F,906,24662
No,F,1514,13246
No,M,741,34196
No,M,1176,57319
No,M,208,37296
No,F,375,19342
No,F,953,18058
No,M,281,37690
No,M,399,38004
No,M,1230,58399
No,M,1741,46459
No,F,795,24606
No,M,585,47450
